Date,next day,Precip Type,Temperature (C),Apparent Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Pressure (millibars)
2006/3/16,Mostly Cloudy,rain,2.777083333,2.423842593,0.811666667,3.729833333,230.7083333,4.858175,1021.225
2006/3/17,Mostly Cloudy,rain,3.309259259,1.52037037,0.857083333,8.141904167,151.5,7.765566667,1019.83
2006/3/18,Clear,rain,3.272916667,2.83287037,0.834583333,4.386579167,283.8333333,9.547970833,1019.37625
2006/3/19,Clear,rain,3.775,2.250925926,0.787916667,7.389229167,217.5,8.6135,1015.882083
2006/3/20,Overcast,rain,5.810185185,4.137731481,0.74375,11.30152917,195.9166667,8.316320833,1011.177083
2006/3/21,Overcast,rain,8.889130435,7.744202899,0.71826087,12.3123,212.9565217,10.8801,1009.295217
2006/3/22,Overcast,rain,11.01898148,10.41412037,0.852083333,9.501683333,152.0833333,12.21117917,1006.166667
2006/3/23,Partly Cloudy,rain,4.459401709,0.263675214,0.693076923,21.45139231,14.15384615,11.79882308,1007.970769
2006/3/24,Mostly Cloudy,rain,3.046990741,-0.492592593,0.678333333,14.55507083,140.875,12.16690417,1016.421667
2006/3/25,Mostly Cloudy,rain,7.465555556,5.660555556,0.682,12.249685,166.05,12.225535,1016.312
2006/3/26,Partly Cloudy,rain,12.51296296,12.08580247,0.715555556,10.8836,220.8888889,11.93725556,1017.78
2006/3/27,Mostly Cloudy,rain,15.06507937,14.89126984,0.664285714,12.18846667,206,11.6679,1014.05381
2006/3/28,Partly Cloudy,rain,12.4622807,12.06754386,0.756315789,11.13865789,191.3157895,12.43004737,1007.686316
2006/3/29,Mostly Cloudy,rain,10.39292929,9.194444444,0.761818182,14.77833636,232.2727273,13.57669091,1007.301818
2006/3/30,Mostly Cloudy,rain,11.32449495,9.999494949,0.581818182,17.57461364,255.5909091,12.19501818,1015.212727
2006/3/31,Partly Cloudy,rain,10.43703704,9.617824074,0.810833333,12.19440833,238.9583333,12.2138625,1013.620833
2006/4/1,Partly Cloudy,rain,12.68310185,12.20833333,0.72,11.84490417,228.5,12.41578333,1016.46375
2006/4/2,Partly Cloudy,rain,12.3962963,12.15717593,0.757083333,6.555383333,179.9166667,12.207825,1014.355833
2006/4/3,Partly Cloudy,rain,12.32615741,12.01041667,0.726666667,6.4420125,210.3333333,11.1069875,1013.680417
2006/4/4,Overcast,rain,8.656280193,7.302415459,0.833043478,10.0184,233.6086957,10.7555,1014.881304
2006/4/5,Overcast,rain,10.58285024,10.06425121,0.743478261,13.1607,168.4782609,10.0849,1009.855652
2006/4/6,Partly Cloudy,rain,6.427546296,3.659490741,0.915,15.19705833,211.875,8.915375,1010.806667
2006/4/7,Clear,rain,6.77962963,4.974537037,0.685833333,12.2199,305.25,11.306225,1015.583333
2006/4/8,Partly Cloudy,rain,8.10787037,7.523611111,0.649166667,7.2470125,202.6666667,11.33372917,1018.024583
2006/4/9,Mostly Cloudy,rain,10.68773148,10.00856481,0.617083333,13.10070417,147.7083333,11.5175375,1016.390417
2006/4/10,Overcast,rain,13.90833333,13.3520202,0.615909091,17.38580455,158.9090909,11.8013,1011.067727
2006/4/11,Overcast,rain,12.45925926,11.68835979,0.845238095,13.95486667,200.9047619,8.614266667,1005.44
2006/4/12,Overcast,rain,8.674814815,7.217407407,0.763333333,15.84025333,217.2,11.56409333,1005.213333
2006/4/13,Mostly Cloudy,rain,7.440277778,5.468981481,0.745833333,11.59334167,239.375,11.44642917,1009.949167
2006/4/14,Mostly Cloudy,rain,11.1662037,10.87083333,0.72125,11.2921375,197.7916667,11.113025,1013.987083
2006/4/15,Mostly Cloudy,rain,12.75509259,12.37962963,0.662083333,10.356325,240.5833333,12.0770125,1018.299583
2006/4/16,Partly Cloudy,rain,14.12922705,14.12922705,0.713913043,15.3517,228.0869565,12.488,1012.273478
2006/4/17,Partly Cloudy,rain,13.44675926,13.26180556,0.72875,11.91735417,294.7916667,11.95693333,1012.4575
2006/4/18,Overcast,rain,14.2287037,14.2287037,0.729166667,6.803591667,136.7083333,10.37510833,1012.346667
2006/4/19,Foggy,rain,13.88032407,13.88032407,0.823333333,12.5076875,117.0416667,10.66692083,1010.5725
2006/4/20,Partly Cloudy,rain,12.49537037,12.43356481,0.92875,5.304279167,199.3333333,4.261804167,1014.6975
2006/4/21,Partly Cloudy,rain,13.2400463,13.18541667,0.88875,6.835120833,170.0833333,5.896625,1016.965833
2006/4/22,Partly Cloudy,rain,13.87430556,13.87430556,0.815416667,4.291991667,220.2916667,8.660458333,1016.385833
2006/4/23,Partly Cloudy,rain,15.85185185,15.81851852,0.718333333,4.4093875,201.5,8.799991667,1016.050417
2006/4/24,Mostly Cloudy,rain,17.0662037,17.0662037,0.659166667,2.989904167,201.9166667,9.7143375,1019.062083
2006/4/25,Mostly Cloudy,rain,17.34328704,17.29236111,0.669583333,8.0681125,131.875,11.74427917,1019.324167
2006/4/26,Mostly Cloudy,rain,18.03773148,18.03773148,0.645416667,6.696929167,104.625,11.797275,1015.585417
2006/4/27,Mostly Cloudy,rain,16.29259259,16.29259259,0.776666667,7.691775,130.2083333,11.13247917,1012.524583
2006/4/28,Mostly Cloudy,rain,16.5912037,16.5912037,0.644583333,13.447525,129.375,11.91534167,1010.237083
2006/4/29,Mostly Cloudy,rain,13.28972222,13.28972222,0.5805,19.523665,149.95,12.236,1009.762
2006/4/30,Overcast,rain,13.75208333,13.59282407,0.5375,15.33457917,140.3333333,12.5076875,1013.122083
2006/5/1,Overcast,rain,12.21018519,12.21018519,0.8075,10.5434875,196.75,10.68704583,1015.729583
2006/5/2,Mostly Cloudy,rain,13.71157407,13.71157407,0.755,10.2496625,149.75,11.31695833,1021.459167
2006/5/3,Partly Cloudy,rain,13.52430556,13.4962963,0.730416667,7.9996875,118.625,12.17294167,1025.285833
2006/5/4,Clear,rain,12.93032407,12.52638889,0.640416667,9.763308333,130.75,12.26887083,1026.679583
2006/5/5,Partly Cloudy,rain,13.69490741,13.30856481,0.6025,8.877808333,114.75,11.797275,1023.599583
2006/5/6,Partly Cloudy,rain,10.65532407,10.16921296,0.753333333,11.67920833,203.4583333,12.21520417,1018.960833
2006/5/7,Partly Cloudy,rain,12.60902778,12.28078704,0.764583333,8.021825,221.0416667,11.50613333,1017.839167
2006/5/8,Partly Cloudy,rain,13.56597222,13.56597222,0.767083333,4.852808333,250.9583333,12.22862083,1016.4075
2006/5/9,Partly Cloudy,rain,14.93935185,14.88935185,0.699583333,5.525654167,157.4583333,10.22282917,1013.499167
2006/5/10,Mostly Cloudy,rain,15.04976852,14.96597222,0.646666667,12.17025833,87.70833333,11.914,1009.86125
2006/5/11,Partly Cloudy,rain,11.90628019,11.45942029,0.815652174,9.4115,259.5652174,10.9382,1014.994348
2006/5/12,Mostly Cloudy,rain,14.94259259,14.90509259,0.684166667,5.314341667,187.1666667,10.07725833,1020.34125
2006/5/13,Mostly Cloudy,rain,17.01319444,16.88773148,0.595833333,11.45447917,153.7916667,11.8838125,1019.936667
2006/5/14,Partly Cloudy,rain,17.1212963,17.1212963,0.665833333,10.2074,224.125,12.417125,1016.514583
2006/5/15,Partly Cloudy,rain,15.79513889,15.79513889,0.770416667,9.7143375,204.875,11.79593333,1020.310417
2006/5/16,Partly Cloudy,rain,18.40648148,18.38310185,0.632916667,9.706958333,188.4583333,11.753,1019.332917
2006/5/17,Partly Cloudy,rain,16.31763285,16.31763285,0.793913043,12.8905,264.1304348,12.621,1016.418696
2006/5/18,Mostly Cloudy,rain,17.97152778,17.97152778,0.66625,8.408895833,211.9166667,11.56516667,1018.647917
2006/5/19,Mostly Cloudy,rain,18.07125604,18.07125604,0.734782609,13.4575,269.0869565,12.3186,1012.843478
2006/5/20,Mostly Cloudy,rain,18.49328704,18.49328704,0.735,4.485191667,239,12.17629583,1009.714583
2006/5/21,Partly Cloudy,rain,17.67546296,17.67546296,0.710833333,8.6919875,127.5833333,12.58282083,1011.751667
2006/5/22,Mostly Cloudy,rain,20.78263889,20.75810185,0.636666667,7.552241667,182.0833333,12.4131,1013.480417
2006/5/23,Mostly Cloudy,rain,23.3412037,23.24699074,0.609583333,8.6356375,197.4583333,11.88314167,1014.739167
2006/5/24,Partly Cloudy,rain,17.7705314,17.7705314,0.770434783,17.5294,327.9130435,11.7355,1017.613043
2006/5/25,Mostly Cloudy,rain,15.51296296,15.51296296,0.7025,9.160229167,277.7916667,12.18702917,1021.169583
2006/5/26,Mostly Cloudy,rain,17.26967593,17.26967593,0.6975,8.407554167,270.2083333,12.27893333,1020.426667
2006/5/27,Mostly Cloudy,rain,17.10416667,17.10416667,0.73875,10.662225,231.1875,13.1677875,1018.275625
2006/5/28,Overcast,rain,18.14951691,18.14951691,0.776956522,10.9984,245.7826087,11.2322,1014.377826
2006/5/29,Overcast,rain,14.00486111,14.00486111,0.859166667,9.652620833,197.125,11.34513333,1012.109167
2006/5/30,Partly Cloudy,rain,11.26990741,11.1212963,0.922916667,11.38806667,286.7083333,9.936383333,1003.18375
2006/5/31,Overcast,rain,11.19090909,10.47676768,0.761363636,15.96168636,288,12.59166364,1010.606818
2006/6/1,Overcast,rain,12.98937198,12.75869565,0.669130435,8.708,201.5217391,12.054,1017.472174
2006/6/2,Overcast,rain,11.38333333,11.17152778,0.92875,17.102225,94.58333333,10.72125833,1011.0575
2006/6/3,Overcast,rain,12.22037037,12.14421296,0.876666667,8.529645833,206.0416667,12.4593875,1013.94875
2006/6/4,Partly Cloudy,rain,12.16296296,12.16296296,0.935416667,10.00547917,281.6666667,8.741629167,1013.235833
2006/6/5,Mostly Cloudy,rain,12.42685185,11.82314815,0.719166667,15.33659167,282.9166667,12.00322083,1019.042083
2006/6/6,Overcast,rain,13.66884058,13.66884058,0.726956522,7.9002,236.1304348,11.3757,1022.38087
2006/6/7,Mostly Cloudy,rain,13.28888889,13.28888889,0.845833333,12.34735833,209.1666667,12.72570833,1021.73125
2006/6/8,Mostly Cloudy,rain,13.38726852,13.38726852,0.762083333,13.10070417,124.0416667,12.30710833,1023.77375
2006/6/9,Mostly Cloudy,rain,15.48333333,15.48333333,0.672916667,7.899733333,238.625,12.27088333,1022.235
2006/6/10,Partly Cloudy,rain,11.25115741,11.11458333,0.904166667,8.041279167,233.2916667,11.86502917,1019.849167
2006/6/11,Mostly Cloudy,rain,14.41875,14.37939815,0.824583333,5.0896125,208.1666667,9.7223875,1026.36625
2006/6/12,Mostly Cloudy,rain,18.57939815,18.57939815,0.709583333,6.911595833,234.4166667,10.27917917,1025.21125
2006/6/13,Partly Cloudy,rain,18.39143519,18.39143519,0.660416667,10.621975,136.8333333,11.91668333,1021.215
2006/6/14,Partly Cloudy,rain,17.45717593,17.45717593,0.683333333,7.5126625,139.8333333,12.3064375,1017.234583
2006/6/15,Partly Cloudy,rain,18.94259259,18.94259259,0.679583333,8.343154167,289.0833333,12.1816625,1017.88375
2006/6/16,Partly Cloudy,rain,21.84884259,21.67106481,0.629166667,4.166545833,216.7083333,12.0589,1017.919583
2006/6/17,Partly Cloudy,rain,23.775,23.81226852,0.662916667,6.774075,209.7083333,11.69396667,1017.102917
2006/6/18,Partly Cloudy,rain,24.16666667,24.60740741,0.732916667,4.394629167,221.6666667,11.94955417,1017.6925
2006/6/19,Partly Cloudy,rain,25.27060185,25.79537037,0.695416667,6.9069,226.1666667,10.43950833,1015.650417
2006/6/20,Partly Cloudy,rain,24.78865741,25.49305556,0.715833333,10.83999583,236.0416667,11.9301,1015.394583
2006/6/21,Partly Cloudy,rain,24.63564815,24.99791667,0.7,6.0998875,157.4583333,11.95693333,1015.792917
2006/6/22,Mostly Cloudy,rain,25.48019324,25.94057971,0.65173913,8.169,125.3478261,11.5759,1013.304783
2006/6/23,Partly Cloudy,rain,22.38478261,22.60217391,0.787391304,7.2821,131.6086957,12.4775,1014.515217
2006/6/24,Partly Cloudy,rain,23.12268519,23.42962963,0.804166667,10.2255125,204.0833333,11.4571625,1016.294167
2006/6/25,Clear,rain,25.20439815,26.05185185,0.746666667,4.662291667,109.9166667,11.2116375,1016.819583
2006/6/26,Partly Cloudy,rain,26.74351852,27.46041667,0.676666667,9.560045833,147.9166667,11.30957917,1016.53125
2006/6/27,Partly Cloudy,rain,27.45,28.38865741,0.672916667,6.793529167,146.25,11.40148333,1016.219583
2006/6/28,Mostly Cloudy,rain,26.16157407,27.10416667,0.699583333,8.381391667,183.6666667,12.01328333,1015.758333
2006/6/29,Partly Cloudy,rain,23.51736111,23.9525463,0.779166667,8.894579167,119.8333333,11.63895833,1016.83875
2006/6/30,Mostly Cloudy,rain,19.99722222,19.99722222,0.867083333,12.80822083,257.2083333,12.14208333,1017.668333
2006/7/1,Mostly Cloudy,rain,19.15509259,19.15509259,0.882083333,7.601883333,213.375,12.03407917,1018.048333
2006/7/2,Overcast,rain,19.56388889,19.56388889,0.895833333,8.932145833,58.66666667,11.73958333,1018.509167
2006/7/3,Partly Cloudy,rain,19.1400463,19.1400463,0.86625,6.018716667,213.8333333,9.810266667,1020.982083
2006/7/4,Partly Cloudy,rain,20.3962963,20.3962963,0.679166667,5.680616667,109.375,9.991391667,1022.220417
2006/7/5,Partly Cloudy,rain,21.4942029,21.33043478,0.640434783,6.1747,77.2173913,10.605,1023.116957
2006/7/6,Clear,rain,23.20416667,22.99375,0.60875,6.908241667,138.7083333,11.8556375,1021.462083
2006/7/7,Partly Cloudy,rain,24.76134259,24.4125,0.5525,10.98087083,125.0833333,12.119275,1016.519583
2006/7/8,Partly Cloudy,rain,22.88131313,22.79924242,0.673636364,5.749895455,176,12.1716,1016.212727
2006/7/9,Partly Cloudy,rain,22.07847222,22.04467593,0.71875,5.880525,178.25,11.85832083,1018.30625
2006/7/10,Partly Cloudy,rain,23.99351852,23.83402778,0.642916667,6.4420125,207.4166667,11.3444625,1021.298333
2006/7/11,Partly Cloudy,rain,24.45439815,24.40578704,0.642083333,5.410941667,135.0416667,11.6865875,1021.425417
2006/7/12,Partly Cloudy,rain,23.91594203,23.87318841,0.645217391,8.6933,123.9565217,12.1716,1019.173043
2006/7/13,Partly Cloudy,rain,23.65231481,23.5412037,0.68,9.069666667,74.91666667,12.07030417,1017.300833
2006/7/14,Mostly Cloudy,rain,24.2474537,24.25925926,0.6675,7.803804167,202.0833333,11.82813333,1016.977083
2006/7/15,Mostly Cloudy,rain,23.00231481,22.95,0.534583333,12.6968625,106.625,11.9200375,1020.605417
2006/7/16,Partly Cloudy,rain,20.34467593,20.34467593,0.482083333,11.44777083,188.1666667,12.41175833,1022.428333
2006/7/17,Clear,rain,19.98657407,19.95648148,0.5225,11.20023333,201.5,12.18099167,1022.60375
2006/7/18,Clear,rain,21.3089372,21.03236715,0.55,7.3206,207.173913,11.6977,1022.480435
2006/7/19,Clear,rain,21.63611111,21.4265873,0.637142857,6.5711,261.7142857,11.98875,1021.844286
2006/7/20,Clear,rain,27.33947368,26.91900585,0.518421053,3.909757895,221.4736842,11.76825263,1020.879474
2006/7/21,Partly Cloudy,rain,26.66226852,26.70648148,0.60125,4.611308333,211.6666667,11.99718333,1019.568333
2006/7/22,Partly Cloudy,rain,26.43188406,26.57149758,0.618695652,7.5985,176.4347826,11.9574,1017.131304
2006/7/23,Clear,rain,24.79930556,25.3212963,0.7425,4.77365,226.2916667,10.19800833,1016.595
2006/7/24,Partly Cloudy,rain,24.77569444,25.3650463,0.738333333,5.167429167,209.7083333,10.4871375,1017.21125
2006/7/25,Partly Cloudy,rain,25.69189815,25.82199074,0.662916667,5.6370125,241.25,11.2277375,1016.877083
2006/7/26,Mostly Cloudy,rain,26.22106481,26.77615741,0.682083333,6.435304167,145.5833333,11.01910833,1016.15625
2006/7/27,Partly Cloudy,rain,26.69861111,26.85416667,0.647083333,5.217741667,225.2083333,11.15193333,1014.942083
2006/7/28,Partly Cloudy,rain,27.13148148,27.14814815,0.5975,3.902908333,176.2916667,11.08216667,1011.00875
2006/7/29,Partly Cloudy,rain,26.12222222,26.32916667,0.642916667,7.990966667,150.375,11.62755417,1008.012917
2006/7/30,Clear,rain,22.73429952,22.96135266,0.799565217,8.0416,226.8695652,11.5213,1011.148261
2006/7/31,Mostly Cloudy,rain,25.12569444,25.13009259,0.677083333,4.8883625,282.4583333,10.69509583,1012.686667
2006/8/1,Mostly Cloudy,rain,25.81759259,25.95092593,0.629583333,7.837345833,173.25,11.8636875,1009.49625
2006/8/2,Mostly Cloudy,rain,20.7875,20.7875,0.792083333,10.57501667,291.5416667,12.48085417,1009.0225
2006/8/3,Mostly Cloudy,rain,20.04560185,20.04560185,0.834166667,8.4424375,177.1666667,11.233775,1005.464583
2006/8/4,Partly Cloudy,rain,18.29492754,18.29492754,0.925217391,7.1561,258.826087,10.2991,1005.605217
2006/8/5,Partly Cloudy,rain,17.23861111,17.23861111,0.825,8.08864,286,10.30883,1010.1195
2006/8/6,Mostly Cloudy,rain,18.56712963,18.56712963,0.75875,8.044633333,183.25,11.2196875,1010.690417
2006/8/7,Partly Cloudy,rain,18.77615741,18.77615741,0.819583333,8.274058333,236.7083333,11.06740833,1005.574583
2006/8/8,Partly Cloudy,rain,18.3875,18.3875,0.835,13.22682083,280.9583333,11.22304167,1005.850417
2006/8/9,Mostly Cloudy,rain,19.65902778,19.65902778,0.749583333,8.783891667,276.9166667,12.0045625,1009.483333
2006/8/10,Partly Cloudy,rain,18.86319444,18.86319444,0.78625,8.95965,291.3333333,11.88985,1009.417083
2006/8/11,Mostly Cloudy,rain,19.82939815,19.82939815,0.67625,11.90863333,283.625,12.23264583,1008.295
2006/8/12,Overcast,rain,18.47569444,18.47569444,0.779583333,9.0461875,165.0416667,11.77647917,1007.782083
2006/8/13,Mostly Cloudy,rain,18.25949074,18.25949074,0.89375,6.971970833,174.25,9.892108333,1009.327917
2006/8/14,Partly Cloudy,rain,18.61352657,18.61352657,0.826086957,7.0203,201.8695652,10.2949,1012.498696
2006/8/15,Partly Cloudy,rain,19.40628019,19.40628019,0.754347826,6.8817,211.0869565,12.5181,1014.853043
2006/8/16,Partly Cloudy,rain,21.61365741,21.55046296,0.64375,10.85408333,134.75,12.01865,1013.989167
2006/8/17,Mostly Cloudy,rain,23.74637681,23.87753623,0.676521739,10.6155,160.3043478,12.3466,1012.271739
2006/8/18,Clear,rain,24.93333333,25.35531401,0.696086957,11.0145,192.8695652,11.8454,1013.408696
2006/8/19,Clear,rain,25.12824074,25.40185185,0.686666667,9.236033333,204.875,11.81874167,1017.32125
2006/8/20,Mostly Cloudy,rain,26.15990338,26.81618357,0.66,7.9954,228.4347826,11.9987,1016.08
2006/8/21,Partly Cloudy,rain,19.04074074,19.04074074,0.78875,9.761295833,269.0833333,12.1937375,1017.223333
2006/8/22,Partly Cloudy,rain,18.72575758,18.72575758,0.705454545,10.20300909,290.2272727,11.64615455,1015.705455
2006/8/23,Partly Cloudy,rain,17.49074074,17.49074074,0.765833333,9.9840125,263.5416667,11.56449583,1016.194583
2006/8/24,Mostly Cloudy,rain,18.85075758,18.85075758,0.672727273,6.882018182,151.4090909,10.7387,1013.527727
2006/8/25,Partly Cloudy,rain,18.98567251,18.98567251,0.756315789,8.662647368,209.3157895,11.8657,1009.642632
2006/8/26,Partly Cloudy,rain,18.4,18.4,0.718333333,7.126038889,289.7777778,12.13850556,1010.409444
2006/8/27,Mostly Cloudy,rain,19.74660494,19.74660494,0.661111111,5.311211111,285.8333333,12.17965,1010.999444
2006/8/28,Mostly Cloudy,rain,16.44005848,16.44005848,0.852105263,10.22265263,270.2105263,11.15136842,1009.995789
2006/8/29,Overcast,rain,14.16764706,14.16764706,0.838823529,10.08712353,230.3529412,12.12140588,1007.629412
